Crash_Score,year,Month,Time_of_Day,Rd_Feature,Rd_Character,Rd_Class,Rd_Configuration,Rd_Surface,Light,Traffic_Control,Work_Area,WETorDRY,Log_Crash_Score,Feature_Interaction
5.62,2015,7,OVERNIGHT,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,-0.8417344818553207,1.7263316639055997,INTERSECTION_SIGNAL-STOP
2.88,2015,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,ONE-WAY,ASPHALT,DAYLIGHT,SIGNAL-STOP,YES,-0.8417344818553207,1.0577902941478545,INTERSECTION_SIGNAL-STOP
2.86,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.0508216248317612,OTHER_OTHER
8.43,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.131796772013764,OTHER_OTHER
3.4,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.2237754316221157,OTHER_OTHER
1.75,2015,7,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.5596157879354227,OTHER_OTHER
2.5,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.9162907318741551,OTHER_OTHER
4.21,2015,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,0.22307133307770122,1.43746264769429,INTERSECTION_SIGNAL-STOP
3.22,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.169381359556317,OTHER_SIGNAL-STOP
1.98,2015,7,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,0.6830968447064438,OTHER_SIGNAL-STOP
2.45,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.8960880245566357,OTHER_OTHER
2.92,2015,7,OVERNIGHT,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DARK-NOT-LIT,OTHER,NO,-0.8417344818553207,1.0715836162801904,OTHER_OTHER
3.97,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,UNKNOWN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.3787660946990992,OTHER_OTHER
4.59,2015,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.5238800240724537,INTERSECTION_SIGNAL-STOP
6.76,2015,7,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,1.9110228900548727,OTHER_OTHER
2.57,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,2.9978341485330007,0.9439058989071284,OTHER_OTHER
4.01,2015,7,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.3887912413184778,OTHER_OTHER
8.71,2015,7,DAYTIME,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.1644717908644115,INTERSECTION_SIGNAL-STOP
8.52,2015,7,DAYTIME,OTHER,CURVE,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.1424163408412245,OTHER_OTHER
9.37,2015,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.2375130962503307,INTERSECTION_SIGNAL-STOP
1.78,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.5766133643039938,OTHER_OTHER
0.9,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,OTHER,DAYLIGHT,OTHER,NO,-0.8417344818553207,-0.10536051565782628,OTHER_OTHER
4.84,2015,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,0.22307133307770122,1.5769147207285403,INTERSECTION_SIGNAL-STOP
14.32,2015,7,DAYTIME,INTERSECTION,CURVE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.6616571615324998,INTERSECTION_SIGNAL-STOP
3.76,2015,7,DAYTIME,OTHER,CURVE,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,1.324418957401803,OTHER_OTHER
7.27,2015,7,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.9837562915454279,INTERSECTION_SIGNAL-STOP
0.78,2015,7,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,-0.2484613592984996,OTHER_SIGNAL-STOP
13.26,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,OTHER,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.5847519847577165,OTHER_OTHER
7.97,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.075684492802124,OTHER_OTHER
5.76,2015,7,DAYTIME,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.7509374747078,INTERSECTION_SIGNAL-STOP
7.56,2015,7,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.0228711901914416,OTHER_OTHER
2.7,2015,7,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.9932517730102834,OTHER_OTHER
2.65,2015,8,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.9745596399981308,OTHER_OTHER
10.11,2015,8,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.3135250330323798,INTERSECTION_SIGNAL-STOP
5.75,2015,8,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.749199854809259,OTHER_OTHER
3.94,2015,8,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.3711807233098425,OTHER_OTHER
11.53,2015,7,OVERNIGHT,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.4449523342809676,OTHER_OTHER
15.03,2015,8,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.710048203764883,OTHER_OTHER
0.93,2015,8,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,-0.07257069283483537,OTHER_OTHER
5.23,2015,8,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DARK-NOT-LIT,SIGNAL-STOP,NO,-0.8417344818553207,1.6544112780768316,OTHER_SIGNAL-STOP
4.6,2015,8,OVERNIGHT,INTERSECTION,CURVE,US HWY,ONE-WAY,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,-0.8417344818553207,1.5260563034950492,INTERSECTION_SIGNAL-STOP
8.32,2015,8,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.1186622548331173,INTERSECTION_SIGNAL-STOP
11.14,2015,8,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,OTHER,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.410542234499138,OTHER_OTHER
2.29,2015,8,LATE-EARLY,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,2.9978341485330007,0.8285518175661483,INTERSECTION_SIGNAL-STOP
11.8,2015,8,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,2.9978341485330007,2.468099531471619,OTHER_OTHER
7.21,2015,8,DAYTIME,OTHER,CURVE,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,0.22307133307770122,1.9754689512968577,OTHER_SIGNAL-STOP
3.81,2015,8,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.3376291891386096,INTERSECTION_SIGNAL-STOP
6.67,2015,8,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.8976198599275322,INTERSECTION_OTHER
7.45,2015,8,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.0082140323914683,OTHER_OTHER
5.6,2015,8,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,YES,-0.8417344818553207,1.7227665977411035,OTHER_OTHER
7.53,2015,8,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.018895041811802,OTHER_OTHER
7.74,2015,8,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.046401687601636,OTHER_OTHER
11.81,2015,8,DAYTIME,OTHER,CURVE,US HWY,ONE-WAY,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.468946630209271,OTHER_SIGNAL-STOP
4.02,2015,8,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.3912819026309295,OTHER_OTHER
3.86,2015,8,LATE-EARLY,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DUSK,OTHER,NO,-0.8417344818553207,1.3506671834767394,OTHER_OTHER
4.56,2015,8,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.5173226235262947,OTHER_OTHER
0.71,2015,8,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,-0.342490308946776,OTHER_OTHER
13.64,2015,8,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.613006652415316,OTHER_OTHER
2.66,2015,8,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,0.22307133307770122,0.9783261227936078,INTERSECTION_SIGNAL-STOP
6.61,2015,8,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.888583653863595,OTHER_OTHER
6.47,2015,8,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DUSK,SIGNAL-STOP,NO,-0.8417344818553207,1.8671761085128091,INTERSECTION_SIGNAL-STOP
11.32,2015,8,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,2.9978341485330007,2.4265710727750367,OTHER_OTHER
4.17,2015,8,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.4279160358107101,OTHER_OTHER
5.87,2015,8,LATE-EARLY,OTHER,STRAIGHT,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAWN,OTHER,NO,2.9978341485330007,1.7698546338400052,OTHER_OTHER
10.73,2015,8,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.373043556642607,OTHER_SIGNAL-STOP
8.92,2015,8,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.188295946591918,OTHER_OTHER
2.04,2015,8,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.712949807856125,OTHER_OTHER
2.52,2015,8,DAYTIME,OTHER,CURVE,US HWY,ONE-WAY,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,0.9242589015233319,OTHER_SIGNAL-STOP
5.42,2015,8,OVERNIGHT,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.6900958154515549,OTHER_OTHER
5.45,2017,3,DAYTIME,OTHER,STRAIGHT,OTHER,ONE-WAY,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.6956156086751528,OTHER_OTHER
4.87,2017,3,LATE-EARLY,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,OTHER,DARK-LIT,OTHER,NO,-0.8417344818553207,1.5830939370944985,OTHER_OTHER
3.96,2017,4,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.3762440252663892,OTHER_OTHER
3.37,2017,4,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.2149127443642704,OTHER_OTHER
5.75,2017,3,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.749199854809259,OTHER_OTHER
0.74,2017,4,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,-0.3011050927839216,OTHER_OTHER
11.22,2017,4,LATE-EARLY,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,OTHER,DARK-LIT,OTHER,YES,-0.8417344818553207,2.4176979000945504,OTHER_OTHER
13.38,2017,4,LATE-EARLY,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DARK-LIT,OTHER,YES,-0.8417344818553207,2.5937610547000824,OTHER_OTHER
8.41,2017,3,DAYTIME,OTHER,STRAIGHT,OTHER,ONE-WAY,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.1294214739848565,OTHER_OTHER
6.69,2017,3,LATE-EARLY,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,OTHER,DARK-LIT,OTHER,NO,4.454893394154628,1.900613874140137,OTHER_OTHER
4.3,2017,4,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,1.4586150226995167,OTHER_OTHER
3.95,2017,4,LATE-EARLY,OTHER,STRAIGHT,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,4.454893394154628,1.3737155789130306,OTHER_OTHER
6.9,2017,4,LATE-EARLY,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,0.22307133307770122,1.9315214116032138,INTERSECTION_SIGNAL-STOP
5.57,2017,4,DAYTIME,OTHER,STRAIGHT,OTHER,ONE-WAY,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.7173950539391927,OTHER_OTHER
5.21,2017,4,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.6505798557652755,INTERSECTION_SIGNAL-STOP
20.05,2017,4,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.998229153752578,OTHER_OTHER
17.76,2017,4,DAYTIME,OTHER,STRAIGHT,STATE HWY,ONE-WAY,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.876948737564024,OTHER_OTHER
3.81,2017,4,LATE-EARLY,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,-0.8417344818553207,1.3376291891386096,INTERSECTION_SIGNAL-STOP
3.39,2017,4,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAWN,OTHER,NO,0.22307133307770122,1.220829921392359,OTHER_OTHER
12.15,2017,4,DAYTIME,INTERSECTION,CURVE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,2.9978341485330007,2.4973291697865574,INTERSECTION_OTHER
6.14,2017,4,DAYTIME,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,0.22307133307770122,1.814824742159051,INTERSECTION_SIGNAL-STOP
12.22,2017,4,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.503073953743449,INTERSECTION_SIGNAL-STOP
6.15,2017,4,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.8164520818184267,OTHER_OTHER
3.27,2017,4,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.184789984909162,OTHER_OTHER
2.18,2017,4,DAYTIME,INTERSECTION,CURVE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.7793248768009977,INTERSECTION_OTHER
4.72,2017,4,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.5518087995974639,OTHER_OTHER
7.7,2017,4,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.0412203288596382,INTERSECTION_SIGNAL-STOP
2.38,2017,4,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.8671004876833833,OTHER_OTHER
16.39,2017,4,DAYTIME,OTHER,STRAIGHT,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.7966713927557385,OTHER_OTHER
9.54,2017,4,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.255493485460195,INTERSECTION_OTHER
8.32,2017,4,DAYTIME,INTERSECTION,STRAIGHT,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.1186622548331173,INTERSECTION_SIGNAL-STOP
6.01,2017,4,LATE-EARLY,OTHER,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.7934247485471162,OTHER_OTHER
1.94,2017,4,DAYTIME,INTERSECTION,CURVE,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.6626879730752367,INTERSECTION_OTHER
4.46,2017,4,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.4951487660319727,OTHER_SIGNAL-STOP
7.72,2017,4,DAYTIME,OTHER,STRAIGHT,OTHER,ONE-WAY,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,2.0438143640366846,OTHER_OTHER
6.06,2017,4,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.801709800081223,INTERSECTION_SIGNAL-STOP
6.84,2017,4,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,OTHER,OTHER,NO,-0.8417344818553207,1.922787731634459,OTHER_OTHER
1.83,2017,4,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,0.6043159668533296,OTHER_OTHER
8.35,2017,4,DAYTIME,OTHER,CURVE,US HWY,ONE-WAY,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.122261538862764,OTHER_SIGNAL-STOP
8.88,2017,4,LATE-EARLY,OTHER,STRAIGHT,US HWY,ONE-WAY,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.1838015570040787,OTHER_SIGNAL-STOP
2.74,2017,4,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DARK-LIT,OTHER,NO,-0.8417344818553207,1.007957920399979,OTHER_OTHER
15.51,2017,4,DAYTIME,OTHER,CURVE,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,4.454893394154628,2.7414849771884473,OTHER_SIGNAL-STOP
5.06,2017,4,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,0.22307133307770122,1.6213664832993742,INTERSECTION_SIGNAL-STOP
4.46,2017,4,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,0.22307133307770122,1.4951487660319727,INTERSECTION_OTHER
2.8,2017,4,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.0296194171811581,INTERSECTION_SIGNAL-STOP
2.0,2017,4,DAYTIME,INTERSECTION,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,0.6931471805599453,INTERSECTION_SIGNAL-STOP
2.2,2017,4,LATE-EARLY,OTHER,STRAIGHT,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DARK-LIT,OTHER,NO,-0.8417344818553207,0.7884573603642703,OTHER_OTHER
5.31,2017,8,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.6695918352538475,OTHER_OTHER
4.87,2017,8,DAYTIME,OTHER,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.5830939370944985,OTHER_OTHER
4.71,2017,8,LATE-EARLY,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DARK-LIT,SIGNAL-STOP,NO,-0.8417344818553207,1.5496879080283263,INTERSECTION_SIGNAL-STOP
5.62,2017,8,LATE-EARLY,OTHER,CURVE,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,OTHER,NO,-0.8417344818553207,1.7263316639055997,OTHER_OTHER
4.57,2017,8,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,1.5195132049061133,OTHER_SIGNAL-STOP
2.2,2017,8,DAYTIME,OTHER,STRAIGHT,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,0.7884573603642703,OTHER_SIGNAL-STOP
9.07,2017,8,DAYTIME,INTERSECTION,STRAIGHT,OTHER,TWO-WAY-NO-MEDIAN,ASPHALT,DAYLIGHT,SIGNAL-STOP,NO,-0.8417344818553207,2.2049722641270453,INTERSECTION_SIGNAL-STOP
